index,trial_index,id,price_displayed,key pressed,environment,order,round_instance,task,function_id,quality_check,builtin_rt,end_time,start_time,Participant Public ID,latency
125020,11.0,668254.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,126.8599999602884,1554475898132.0,1554475898004.0,BLIND,130.0
125021,11.0,668254.0,1.2,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,126.78999989293516,1554475898261.0,1554475898134.0,BLIND,295.0
125311,3.0,668254.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,836.9599999859929,1554475978948.0,1554475978110.0,BLIND,841.0
125312,3.0,668254.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,221.09999996609986,1554475979172.0,1554475978951.0,BLIND,224.0
125313,3.0,668254.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,150.7050001528114,1554475979326.0,1554475979175.0,BLIND,154.0
125314,3.0,668254.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,162.07499988377094,1554475979491.0,1554475979329.0,BLIND,165.0
125315,3.0,668254.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,156.63999994285402,1554475979651.0,1554475979494.0,BLIND,159.0
125316,3.0,668254.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,146.1100000888109,1554475979800.0,1554475979653.0,BLIND,149.0
125317,3.0,668254.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,148.7300000153482,1554475979951.0,1554475979802.0,BLIND,151.0
125318,3.0,668254.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,150.4200000781566,1554475980104.0,1554475979953.0,BLIND,161.0
125622,7.0,668254.0,0.1,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,1122.4149998743087,1554476031566.0,1554476030443.0,BLIND,1126.0
125623,7.0,668254.0,0.1,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,131.72499998472628,1554476031701.0,1554476031569.0,BLIND,134.0
125624,7.0,668254.0,0.1,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,141.3600000087172,1554476031845.0,1554476031703.0,BLIND,144.0
125625,7.0,668254.0,0.1,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,131.63499999791384,1554476031979.0,1554476031847.0,BLIND,134.0
125626,7.0,668254.0,0.1,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,132.19999987632036,1554476032114.0,1554476031981.0,BLIND,135.0
125627,7.0,668254.0,0.1,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,152.3899999447167,1554476032268.0,1554476032116.0,BLIND,479.0
125900,11.0,668254.0,0.3,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,1034.0899999719113,1554476083851.0,1554476082816.0,BLIND,1038.0
125901,11.0,668254.0,0.3,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,156.36000013910234,1554476084010.0,1554476083854.0,BLIND,160.0
125902,11.0,668254.0,0.3,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,110.92000012286007,1554476084125.0,1554476084014.0,BLIND,114.0
125903,11.0,668254.0,0.3,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,141.44999999552962,1554476084270.0,1554476084128.0,BLIND,144.0
125904,11.0,668254.0,0.3,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,141.96499995887282,1554476084414.0,1554476084272.0,BLIND,145.0
125905,11.0,668254.0,0.3,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,147.05500006675717,1554476084564.0,1554476084417.0,BLIND,150.0
125906,11.0,668254.0,0.3,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,151.83999994769692,1554476084719.0,1554476084567.0,BLIND,316.0
126295,4.0,668254.0,1.8,,high,high-low,22.0,rod_fixing,rod_fixing,1.0,,,1554476167014.0,BLIND,135.0
126299,4.0,668254.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,717.5249999854714,1554476167867.0,1554476167149.0,BLIND,720.0
126300,4.0,668254.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,308.9550000149757,1554476168178.0,1554476167869.0,BLIND,313.0
126301,4.0,668254.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,135.28000004589558,1554476168318.0,1554476168182.0,BLIND,138.0
126302,4.0,668254.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,152.39000017754734,1554476168473.0,1554476168320.0,BLIND,155.0
126303,4.0,668254.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,141.09000004827973,1554476168617.0,1554476168475.0,BLIND,145.0
126304,4.0,668254.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,152.2550000809133,1554476168772.0,1554476168620.0,BLIND,155.0
126305,4.0,668254.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,146.10500005073843,1554476168922.0,1554476168775.0,BLIND,291.0
126575,8.0,668254.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,1303.804999915883,1554476220786.0,1554476219482.0,BLIND,1307.0
126576,8.0,668254.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,157.6549999881536,1554476220947.0,1554476220789.0,BLIND,161.0
126577,8.0,668254.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,150.41000000201166,1554476221101.0,1554476220950.0,BLIND,155.0
126578,8.0,668254.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,140.6800001859665,1554476221246.0,1554476221105.0,BLIND,144.0
126579,8.0,668254.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,150.55999998003244,1554476221400.0,1554476221249.0,BLIND,154.0
126580,8.0,668254.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,141.74000010825694,1554476221545.0,1554476221403.0,BLIND,145.0
126581,8.0,668254.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,160.94999993219972,1554476221709.0,1554476221548.0,BLIND,333.0
126802,11.0,668254.0,1.2,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,752.6300000026822,1554476259409.0,1554476258656.0,BLIND,757.0
126803,11.0,668254.0,1.2,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,130.36999991163609,1554476259544.0,1554476259413.0,BLIND,133.0
126804,11.0,668254.0,1.2,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,121.13999994471668,1554476259668.0,1554476259546.0,BLIND,125.0
126805,11.0,668254.0,1.2,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,131.180000025779,1554476259803.0,1554476259671.0,BLIND,134.0
126806,11.0,668254.0,1.2,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,131.60500000230968,1554476259937.0,1554476259805.0,BLIND,136.0
126807,11.0,668254.0,1.2,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,130.80499996431172,1554476260072.0,1554476259941.0,BLIND,134.0
126808,11.0,668254.0,1.2,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,131.77999993786216,1554476260207.0,1554476260075.0,BLIND,284.0
126296,4.0,668254.0,1.8,,high,high-low,22.0,rod_fixing,rod_fixing,1.0,,,,BLIND,
126297,4.0,668254.0,1.8,,high,high-low,22.0,rod_fixing,rod_fixing,1.0,,,,BLIND,
126298,4.0,668254.0,1.8,,high,high-low,22.0,rod_fixing,rod_fixing,1.0,,,,BLIND,
131116,3.0,668262.0,1.8,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,1330.910000000018,1554475999652.0,1554475998320.0,BLIND,1335.0
131117,3.0,668262.0,1.8,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,175.34999999998402,1554475999831.0,1554475999655.0,BLIND,179.0
131118,3.0,668262.0,1.8,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,176.77000000003318,1554476000011.0,1554475999834.0,BLIND,179.0
131119,3.0,668262.0,1.8,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,178.14499999997497,1554476000192.0,1554476000013.0,BLIND,181.0
131120,3.0,668262.0,1.8,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,117.79999999998836,1554476000312.0,1554476000194.0,BLIND,120.0
131121,3.0,668262.0,1.8,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,118.77000000004044,1554476000433.0,1554476000314.0,BLIND,120.0
131122,3.0,668262.0,1.8,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,176.71000000006458,1554476000612.0,1554476000434.0,BLIND,306.0
131476,7.0,668262.0,1.8,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,1297.0900000000254,1554476052004.0,1554476050706.0,BLIND,1302.0
131477,7.0,668262.0,1.8,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,115.35000000003492,1554476052123.0,1554476052008.0,BLIND,117.0
131478,7.0,668262.0,1.8,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,177.7100000000355,1554476052304.0,1554476052125.0,BLIND,180.0
131479,7.0,668262.0,1.8,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,178.18999999997322,1554476052484.0,1554476052305.0,BLIND,181.0
131480,7.0,668262.0,1.8,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,116.66000000001804,1554476052604.0,1554476052486.0,BLIND,119.0
131481,7.0,668262.0,1.8,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,177.56999999994878,1554476052783.0,1554476052605.0,BLIND,180.0
131482,7.0,668262.0,1.8,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,177.62000000005355,1554476052963.0,1554476052785.0,BLIND,311.0
131807,11.0,668262.0,2.5,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,1082.7250000000931,1554476104145.0,1554476103062.0,BLIND,1087.0
131808,11.0,668262.0,2.5,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,835.7450000000827,1554476104985.0,1554476104149.0,BLIND,839.0
131809,11.0,668262.0,2.5,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,116.99499999996624,1554476105105.0,1554476104988.0,BLIND,120.0
131810,11.0,668262.0,2.5,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,177.44500000000698,1554476105286.0,1554476105108.0,BLIND,180.0
131811,11.0,668262.0,2.5,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,236.56499999991505,1554476105525.0,1554476105288.0,BLIND,239.0
131812,11.0,668262.0,2.5,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,537.5499999999884,1554476106065.0,1554476105527.0,BLIND,542.0
131813,11.0,668262.0,2.5,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,415.5049999999465,1554476106485.0,1554476106069.0,BLIND,418.0
131814,11.0,668262.0,2.5,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,597.3400000000256,1554476107085.0,1554476106487.0,BLIND,613.0
132192,4.0,668262.0,2.5,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,965.9199999999837,1554476173958.0,1554476172991.0,BLIND,971.0
132193,4.0,668262.0,2.5,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,115.384999999922,1554476174077.0,1554476173962.0,BLIND,118.0
132194,4.0,668262.0,2.5,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,176.875,1554476174258.0,1554476174080.0,BLIND,180.0
132195,4.0,668262.0,2.5,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,176.92499999995925,1554476174437.0,1554476174260.0,BLIND,181.0
132196,4.0,668262.0,2.5,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,176.5249999999651,1554476174618.0,1554476174441.0,BLIND,179.0
132197,4.0,668262.0,2.5,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,176.69999999998254,1554476174797.0,1554476174620.0,BLIND,181.0
132198,4.0,668262.0,2.5,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,176.3049999999639,1554476174978.0,1554476174801.0,BLIND,370.0
132491,8.0,668262.0,1.8,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,690.7149999999673,1554476226040.0,1554476225348.0,BLIND,696.0
132492,8.0,668262.0,1.8,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,235.765000000014,1554476226280.0,1554476226044.0,BLIND,240.0
132493,8.0,668262.0,1.8,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,114.72499999997672,1554476226399.0,1554476226284.0,BLIND,119.0
132494,8.0,668262.0,1.8,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,176.26500000007218,1554476226579.0,1554476226403.0,BLIND,179.0
132495,8.0,668262.0,1.8,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,177.9450000000652,1554476226761.0,1554476226582.0,BLIND,183.0
132496,8.0,668262.0,1.8,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,113.31500000006054,1554476226879.0,1554476226765.0,BLIND,117.0
132497,8.0,668262.0,1.8,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,176.9899999999907,1554476227059.0,1554476226882.0,BLIND,311.0
133075,3.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,843.695000000007,1554476341603.0,1554476340758.0,BLIND,849.0
133076,3.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,174.47999999992317,1554476341782.0,1554476341607.0,BLIND,180.0
133077,3.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,174.25,1554476341962.0,1554476341787.0,BLIND,180.0
133078,3.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,115.57500000001164,1554476342083.0,1554476341967.0,BLIND,119.0
133079,3.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,175.88499999989293,1554476342262.0,1554476342086.0,BLIND,180.0
133080,3.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,175.99999999988358,1554476342442.0,1554476342266.0,BLIND,180.0
133081,3.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,296.6849999999977,1554476342743.0,1554476342446.0,BLIND,302.0
133082,3.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,174.58000000013269,1554476342923.0,1554476342748.0,BLIND,195.0
133370,7.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,1319.9700000000305,1554476394345.0,1554476393025.0,BLIND,1325.0
133371,7.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,114.91999999998372,1554476394465.0,1554476394350.0,BLIND,119.0
133372,7.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,175.28000000014438,1554476394645.0,1554476394469.0,BLIND,181.0
133373,7.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,174.6550000000279,1554476394825.0,1554476394650.0,BLIND,180.0
133374,7.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,174.38500000006752,1554476395005.0,1554476394830.0,BLIND,180.0
133375,7.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,234.5450000000419,1554476395245.0,1554476395010.0,BLIND,240.0
133376,7.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,174.45000000001164,1554476395425.0,1554476395250.0,BLIND,180.0
133377,7.0,668262.0,1.8,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,234.26999999990218,1554476395665.0,1554476395430.0,BLIND,255.0
133686,11.0,668262.0,2.5,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,1141.2399999999325,1554476446547.0,1554476445406.0,BLIND,1146.0
133687,11.0,668262.0,2.5,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,173.8450000000303,1554476446727.0,1554476446552.0,BLIND,179.0
133688,11.0,668262.0,2.5,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,115.15499999996972,1554476446847.0,1554476446731.0,BLIND,120.0
133689,11.0,668262.0,2.5,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,174.63500000006752,1554476447026.0,1554476446851.0,BLIND,180.0
133690,11.0,668262.0,2.5,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,115.43499999993946,1554476447147.0,1554476447031.0,BLIND,121.0
133691,11.0,668262.0,2.5,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,174.480000000156,1554476447327.0,1554476447152.0,BLIND,180.0
133692,11.0,668262.0,2.5,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,113.92500000010477,1554476447447.0,1554476447332.0,BLIND,315.0
134051,4.0,668262.0,2.5,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,960.8699999998787,1554476514529.0,1554476513567.0,BLIND,968.0
134052,4.0,668262.0,2.5,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,173.85499999998137,1554476514709.0,1554476514535.0,BLIND,179.0
134053,4.0,668262.0,2.5,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,174.54000000003722,1554476514889.0,1554476514714.0,BLIND,180.0
134054,4.0,668262.0,2.5,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,114.47000000008848,1554476515010.0,1554476514894.0,BLIND,121.0
134055,4.0,668262.0,2.5,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,173.42500000004657,1554476515189.0,1554476515015.0,BLIND,179.0
134056,4.0,668262.0,2.5,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,114.85999999998604,1554476515310.0,1554476515194.0,BLIND,120.0
134057,4.0,668262.0,2.5,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,174.33499999996278,1554476515489.0,1554476515314.0,BLIND,379.0
134368,8.0,668262.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,1031.6749999999304,1554476566941.0,1554476565909.0,BLIND,1038.0
134369,8.0,668262.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,172.9299999999348,1554476567121.0,1554476566947.0,BLIND,181.0
134370,8.0,668262.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,172.55000000004657,1554476567301.0,1554476567128.0,BLIND,180.0
134371,8.0,668262.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,172.72000000008848,1554476567481.0,1554476567308.0,BLIND,179.0
134372,8.0,668262.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,293.8200000000652,1554476567782.0,1554476567487.0,BLIND,302.0
134373,8.0,668262.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,172.19999999995343,1554476567961.0,1554476567789.0,BLIND,178.0
134374,8.0,668262.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,113.7050000000745,1554476568081.0,1554476567967.0,BLIND,120.0
134375,8.0,668262.0,1.8,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,174.02999999991152,1554476568261.0,1554476568087.0,BLIND,200.0
134604,11.0,668262.0,0.7,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,1438.140000000014,1554476606518.0,1554476605080.0,BLIND,1444.0
134605,11.0,668262.0,0.7,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,233.56000000005588,1554476606758.0,1554476606524.0,BLIND,240.0
134606,11.0,668262.0,0.7,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,172.4699999999721,1554476606937.0,1554476606764.0,BLIND,180.0
134607,11.0,668262.0,0.7,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,173.18000000005122,1554476607118.0,1554476606944.0,BLIND,181.0
134608,11.0,668262.0,0.7,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,172.36999999999534,1554476607298.0,1554476607125.0,BLIND,179.0
134609,11.0,668262.0,0.7,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,232.69000000006054,1554476607538.0,1554476607304.0,BLIND,241.0
134610,11.0,668262.0,0.7,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,232.53000000002797,1554476607778.0,1554476607545.0,BLIND,239.0
134611,11.0,668262.0,0.7,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,292.8200000001816,1554476608078.0,1554476607784.0,BLIND,320.0
17151,3.0,668263.0,1.2,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,508.75000000814913,1554476039719.0,1554476039210.0,BLIND,513.0
17152,3.0,668263.0,1.2,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,139.0599999867845,1554476039863.0,1554476039723.0,BLIND,141.0
17153,3.0,668263.0,1.2,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,126.38499998138286,1554476039991.0,1554476039864.0,BLIND,130.0
17154,3.0,668263.0,1.2,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,140.5300000042189,1554476040135.0,1554476039994.0,BLIND,143.0
17155,3.0,668263.0,1.2,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,141.7350000119768,1554476040279.0,1554476040137.0,BLIND,145.0
17156,3.0,668263.0,1.2,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,140.13499999418855,1554476040423.0,1554476040282.0,BLIND,145.0
17157,3.0,668263.0,1.2,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,155.23999999277294,1554476040583.0,1554476040427.0,BLIND,158.0
17158,3.0,668263.0,1.2,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,124.84000000404194,1554476040712.0,1554476040585.0,BLIND,144.0
17480,7.0,668263.0,0.1,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,575.314999994589,1554476092123.0,1554476091546.0,BLIND,582.0
17481,7.0,668263.0,0.1,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,153.20000000065193,1554476092282.0,1554476092128.0,BLIND,159.0
17482,7.0,668263.0,0.1,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,153.96500000497326,1554476092442.0,1554476092287.0,BLIND,159.0
17483,7.0,668263.0,0.1,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,155.5999999982305,1554476092603.0,1554476092446.0,BLIND,163.0
17484,7.0,668263.0,0.1,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,136.33499998832121,1554476092746.0,1554476092609.0,BLIND,142.0
17485,7.0,668263.0,0.1,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,154.91000001202337,1554476092906.0,1554476092751.0,BLIND,160.0
17486,7.0,668263.0,0.1,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,186.5899999975227,1554476093099.0,1554476092911.0,BLIND,192.0
17487,7.0,668263.0,0.1,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,170.4349999781698,1554476093274.0,1554476093103.0,BLIND,190.0
17790,11.0,668263.0,2.5,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,748.9649999770337,1554476144621.0,1554476143871.0,BLIND,754.0
17791,11.0,668263.0,2.5,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,139.6250000107102,1554476144765.0,1554476144625.0,BLIND,145.0
17792,11.0,668263.0,2.5,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,122.7599999983795,1554476144893.0,1554476144770.0,BLIND,127.0
17793,11.0,668263.0,2.5,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,121.72999998438172,1554476145021.0,1554476144897.0,BLIND,128.0
17794,11.0,668263.0,2.5,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,123.00500000128523,1554476145149.0,1554476145025.0,BLIND,129.0
17795,11.0,668263.0,2.5,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,315.54500001948327,1554476145470.0,1554476145154.0,BLIND,322.0
17796,11.0,668263.0,2.5,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,135.59499999973923,1554476145613.0,1554476145476.0,BLIND,140.0
17797,11.0,668263.0,2.5,39.0,high,high-low,11.0,rod_fixing,rod_fixing,1.0,139.76499999989755,1554476145757.0,1554476145616.0,BLIND,154.0
18207,4.0,668263.0,2.5,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,602.9850000049919,1554476218769.0,1554476218165.0,BLIND,612.0
18208,4.0,668263.0,2.5,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,117.51999999978581,1554476218897.0,1554476218777.0,BLIND,128.0
18209,4.0,668263.0,2.5,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,166.1049999820534,1554476219073.0,1554476218905.0,BLIND,173.0
18210,4.0,668263.0,2.5,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,121.39999997452831,1554476219200.0,1554476219078.0,BLIND,128.0
18211,4.0,668263.0,2.5,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,153.82500001578592,1554476219360.0,1554476219206.0,BLIND,160.0
18212,4.0,668263.0,2.5,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,169.80500001227483,1554476219537.0,1554476219366.0,BLIND,177.0
18213,4.0,668263.0,2.5,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,167.88500000257045,1554476219713.0,1554476219543.0,BLIND,178.0
18214,4.0,668263.0,2.5,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,150.23500000825155,1554476219873.0,1554476219721.0,BLIND,178.0
18770,11.0,668263.0,0.7,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,602.2999999986496,1554476310310.0,1554476309707.0,BLIND,609.0
18771,11.0,668263.0,0.7,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,120.30999999842605,1554476310438.0,1554476310316.0,BLIND,128.0
18772,11.0,668263.0,0.7,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,137.1050000016112,1554476310582.0,1554476310444.0,BLIND,142.0
18773,11.0,668263.0,0.7,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,155.53000001818873,1554476310742.0,1554476310586.0,BLIND,162.0
18774,11.0,668263.0,0.7,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,152.67999999923632,1554476310902.0,1554476310748.0,BLIND,159.0
18775,11.0,668263.0,0.7,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,153.72999999090098,1554476311061.0,1554476310907.0,BLIND,159.0
18776,11.0,668263.0,0.7,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,138.82500000181608,1554476311206.0,1554476311066.0,BLIND,151.0
18777,11.0,668263.0,0.7,39.0,high,high-low,21.0,rod_fixing,rod_fixing,1.0,163.74499999801628,1554476311381.0,1554476311217.0,BLIND,194.0
19051,3.0,668263.0,1.2,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,1181.2950000166893,1554476412411.0,1554476411228.0,BLIND,1188.0
19052,3.0,668263.0,1.2,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,152.9150000133086,1554476412570.0,1554476412416.0,BLIND,160.0
19053,3.0,668263.0,1.2,39.0,low,high-low,12.0,rod_fixing,rod_fixing,1.0,137.69000000320378,1554476412714.0,1554476412576.0,BLIND,146.0
