,id,price_displayed,key pressed,environment,order,round_instance,task,function_id,quality_check,builtin_rt,end_time,start_time,Participant Public ID,index,latency
13212,621749.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,134.0,1551895219311.0,1551895219175.0,5c55a6daf0a1fe00017f4756,72449,150.0
13213,621749.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,149.0,1551895219474.0,1551895219325.0,5c55a6daf0a1fe00017f4756,72450,162.0
13214,621749.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,159.0,1551895219648.0,1551895219487.0,5c55a6daf0a1fe00017f4756,72451,175.0
13215,621749.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,170.0,1551895219834.0,1551895219662.0,5c55a6daf0a1fe00017f4756,72452,177.0
13216,621749.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,183.0,1551895220023.0,1551895219839.0,5c55a6daf0a1fe00017f4756,72453,190.0
13755,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,156.0,1551895363978.0,1551895363823.0,5c55a6daf0a1fe00017f4756,72992,173.0
13756,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,150.0,1551895364147.0,1551895363996.0,5c55a6daf0a1fe00017f4756,72993,166.0
13757,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,142.0,1551895364306.0,1551895364162.0,5c55a6daf0a1fe00017f4756,72994,158.0
13758,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,157.0,1551895364478.0,1551895364320.0,5c55a6daf0a1fe00017f4756,72995,174.0
13759,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,180.0,1551895364676.0,1551895364494.0,5c55a6daf0a1fe00017f4756,72996,199.0
14028,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,243.0,1551895416773.0,1551895416527.0,5c55a6daf0a1fe00017f4756,73265,263.0
14029,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,145.0,1551895416938.0,1551895416790.0,5c55a6daf0a1fe00017f4756,73266,154.0
14030,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,175.0,1551895417119.0,1551895416944.0,5c55a6daf0a1fe00017f4756,73267,182.0
14031,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,175.0,1551895417300.0,1551895417126.0,5c55a6daf0a1fe00017f4756,73268,190.0
14032,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,183.0,1551895417501.0,1551895417316.0,5c55a6daf0a1fe00017f4756,73269,200.0
14033,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,170.0,1551895417688.0,1551895417516.0,5c55a6daf0a1fe00017f4756,73270,191.0
14202,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,175.0,1551895455798.0,1551895455622.0,5c55a6daf0a1fe00017f4756,73439,193.0
14203,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,149.0,1551895455964.0,1551895455815.0,5c55a6daf0a1fe00017f4756,73440,168.0
14204,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,136.0,1551895456120.0,1551895455983.0,5c55a6daf0a1fe00017f4756,73441,147.0
14205,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,154.0,1551895456284.0,1551895456130.0,5c55a6daf0a1fe00017f4756,73442,163.0
14206,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,177.0,1551895456471.0,1551895456293.0,5c55a6daf0a1fe00017f4756,73443,195.0
14207,621749.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,134.0,1551895456624.0,1551895456488.0,5c55a6daf0a1fe00017f4756,73444,154.0
14522,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,160.42000002926216,1551895059162.0,1551895059000.0,5bdca092e27ddf0001185103,73759,164.0
14523,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,175.90999999083581,1551895059340.0,1551895059164.0,5bdca092e27ddf0001185103,73760,178.0
14524,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,165.60500004561618,1551895059508.0,1551895059342.0,5bdca092e27ddf0001185103,73761,168.0
14525,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,158.19999994710088,1551895059669.0,1551895059510.0,5bdca092e27ddf0001185103,73762,160.0
14526,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,168.93500002333892,1551895059839.0,1551895059670.0,5bdca092e27ddf0001185103,73763,172.0
14825,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,178.84000000776726,1551895111762.0,1551895111583.0,5bdca092e27ddf0001185103,74062,182.0
14826,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,166.54499998549,1551895111932.0,1551895111765.0,5bdca092e27ddf0001185103,74063,170.0
14827,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,157.73000003537163,1551895112093.0,1551895111935.0,5bdca092e27ddf0001185103,74064,161.0
14828,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,152.52499998314306,1551895112249.0,1551895112096.0,5bdca092e27ddf0001185103,74065,157.0
14829,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,150.7249999558553,1551895112405.0,1551895112253.0,5bdca092e27ddf0001185103,74066,154.0
15108,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,193.64000001223758,1551895164127.0,1551895163932.0,5bdca092e27ddf0001185103,74345,200.0
15109,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,144.7700000135228,1551895164278.0,1551895164132.0,5bdca092e27ddf0001185103,74346,149.0
15110,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,173.92500001005828,1551895164456.0,1551895164281.0,5bdca092e27ddf0001185103,74347,180.0
15111,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,160.16000002855438,1551895164622.0,1551895164461.0,5bdca092e27ddf0001185103,74348,168.0
15112,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,192.0300000347197,1551895164822.0,1551895164629.0,5bdca092e27ddf0001185103,74349,198.0
15113,621753.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,155.5350000271574,1551895164984.0,1551895164827.0,5bdca092e27ddf0001185103,74350,162.0
15443,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,203.2200000248849,1551895243888.0,1551895243684.0,5bdca092e27ddf0001185103,74680,207.0
15444,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,138.14999995520338,1551895244030.0,1551895243891.0,5bdca092e27ddf0001185103,74681,142.0
15445,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,150.16999997897076,1551895244184.0,1551895244033.0,5bdca092e27ddf0001185103,74682,155.0
15446,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,151.54500002972782,1551895244340.0,1551895244188.0,5bdca092e27ddf0001185103,74683,157.0
15447,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,139.06499999575314,1551895244484.0,1551895244345.0,5bdca092e27ddf0001185103,74684,146.0
15448,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,140.02499997150153,1551895244631.0,1551895244491.0,5bdca092e27ddf0001185103,74685,145.0
15685,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,171.29000002751127,1551895296155.0,1551895295983.0,5bdca092e27ddf0001185103,74922,179.0
15686,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,150.80499998293814,1551895296313.0,1551895296162.0,5bdca092e27ddf0001185103,74923,155.0
15687,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,158.78499997779727,1551895296477.0,1551895296317.0,5bdca092e27ddf0001185103,74924,166.0
15688,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,151.89499995904043,1551895296636.0,1551895296483.0,5bdca092e27ddf0001185103,74925,157.0
15689,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,156.4500000094995,1551895296798.0,1551895296640.0,5bdca092e27ddf0001185103,74926,163.0
15690,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,148.37499998975545,1551895296952.0,1551895296803.0,5bdca092e27ddf0001185103,74927,154.0
15893,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,134.41999995848164,1551895335818.0,1551895335683.0,5bdca092e27ddf0001185103,75130,141.0
15894,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,156.50499996263534,1551895335981.0,1551895335824.0,5bdca092e27ddf0001185103,75131,161.0
15895,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,162.1349999913946,1551895336147.0,1551895335985.0,5bdca092e27ddf0001185103,75132,169.0
15896,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,173.17999998340386,1551895336328.0,1551895336154.0,5bdca092e27ddf0001185103,75133,182.0
15897,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,148.6099999747239,1551895336486.0,1551895336336.0,5bdca092e27ddf0001185103,75134,154.0
15898,621753.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,194.22000000486148,1551895336685.0,1551895336490.0,5bdca092e27ddf0001185103,75135,201.0
16200,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,87.26000000024214,1551895428872.0,1551895428783.0,5bdca092e27ddf0001185103,75437,93.0
16201,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,158.93500001402572,1551895429036.0,1551895428876.0,5bdca092e27ddf0001185103,75438,165.0
16202,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,126.00499996915458,1551895429167.0,1551895429041.0,5bdca092e27ddf0001185103,75439,131.0
16203,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,174.34999998658898,1551895429347.0,1551895429172.0,5bdca092e27ddf0001185103,75440,182.0
16204,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,160.8600000035949,1551895429516.0,1551895429354.0,5bdca092e27ddf0001185103,75441,166.0
16205,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,169.79499999433756,1551895429691.0,1551895429520.0,5bdca092e27ddf0001185103,75442,175.0
16515,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,186.52499996824193,1551895481200.0,1551895481012.0,5bdca092e27ddf0001185103,75752,195.0
16516,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,169.3000000086613,1551895481377.0,1551895481207.0,5bdca092e27ddf0001185103,75753,175.0
16517,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,141.2750000017695,1551895481524.0,1551895481382.0,5bdca092e27ddf0001185103,75754,148.0
16518,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,185.1450000540353,1551895481716.0,1551895481530.0,5bdca092e27ddf0001185103,75755,192.0
16519,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,151.29000000888482,1551895481874.0,1551895481722.0,5bdca092e27ddf0001185103,75756,156.0
16520,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,161.55499999877063,1551895482040.0,1551895481878.0,5bdca092e27ddf0001185103,75757,167.0
16816,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,143.2500000228174,1551895533896.0,1551895533752.0,5bdca092e27ddf0001185103,76053,148.0
16817,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,148.01500004250556,1551895534048.0,1551895533900.0,5bdca092e27ddf0001185103,76054,153.0
16818,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,157.47999999439344,1551895534211.0,1551895534053.0,5bdca092e27ddf0001185103,76055,162.0
16819,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,166.83000000193715,1551895534382.0,1551895534215.0,5bdca092e27ddf0001185103,76056,171.0
16820,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,153.51500001270324,1551895534540.0,1551895534386.0,5bdca092e27ddf0001185103,76057,159.0
16821,621753.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,187.78499995823952,1551895534733.0,1551895534545.0,5bdca092e27ddf0001185103,76058,192.0
17181,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,161.8400000152178,1551895608001.0,1551895607839.0,5bdca092e27ddf0001185103,76418,169.0
17182,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,162.320000003092,1551895608171.0,1551895608008.0,5bdca092e27ddf0001185103,76419,168.0
17183,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,176.65500001749024,1551895608353.0,1551895608176.0,5bdca092e27ddf0001185103,76420,184.0
17184,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,133.62999999662858,1551895608495.0,1551895608360.0,5bdca092e27ddf0001185103,76421,142.0
17185,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,162.45499998331067,1551895608665.0,1551895608502.0,5bdca092e27ddf0001185103,76422,169.0
17186,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,169.37500005587938,1551895608841.0,1551895608671.0,5bdca092e27ddf0001185103,76423,175.0
17483,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,151.8500000238419,1551895660354.0,1551895660201.0,5bdca092e27ddf0001185103,76720,161.0
17484,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,164.40000000875443,1551895660527.0,1551895660362.0,5bdca092e27ddf0001185103,76721,172.0
17485,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,152.57999999448657,1551895660688.0,1551895660534.0,5bdca092e27ddf0001185103,76722,160.0
17486,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,161.13000002223998,1551895660856.0,1551895660694.0,5bdca092e27ddf0001185103,76723,168.0
17487,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,153.95000000717118,1551895661017.0,1551895660862.0,5bdca092e27ddf0001185103,76724,163.0
17488,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,141.6050000116229,1551895661167.0,1551895661025.0,5bdca092e27ddf0001185103,76725,149.0
17699,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,177.17999999877063,1551895699598.0,1551895699420.0,5bdca092e27ddf0001185103,76936,186.0
17700,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,160.0849999813363,1551895699767.0,1551895699606.0,5bdca092e27ddf0001185103,76937,168.0
17701,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,167.63999999966472,1551895699942.0,1551895699774.0,5bdca092e27ddf0001185103,76938,176.0
17702,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,158.8150000316091,1551895700110.0,1551895699950.0,5bdca092e27ddf0001185103,76939,171.0
17703,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,173.1900000013411,1551895700295.0,1551895700121.0,5bdca092e27ddf0001185103,76940,181.0
17704,621753.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,162.90499997558072,1551895700466.0,1551895700302.0,5bdca092e27ddf0001185103,76941,172.0
17994,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,193.96500004222614,1551895101451.0,1551895101256.0,5c40dea5f374a90001622c8e,77231,197.0
17995,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,139.28000000305474,1551895101593.0,1551895101453.0,5c40dea5f374a90001622c8e,77232,142.0
17996,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,159.51500000664961,1551895101755.0,1551895101595.0,5c40dea5f374a90001622c8e,77233,162.0
17997,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,155.38999997079372,1551895101913.0,1551895101757.0,5c40dea5f374a90001622c8e,77234,159.0
17998,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,155.4550000000745,1551895102071.0,1551895101916.0,5c40dea5f374a90001622c8e,77235,157.0
17999,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,166.0000000265427,1551895102240.0,1551895102073.0,5c40dea5f374a90001622c8e,77236,169.0
18284,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,160.79500003252178,1551895153483.0,1551895153322.0,5c40dea5f374a90001622c8e,77521,163.0
18285,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,141.3399999728426,1551895153627.0,1551895153485.0,5c40dea5f374a90001622c8e,77522,144.0
18286,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,152.32500003185126,1551895153782.0,1551895153629.0,5c40dea5f374a90001622c8e,77523,155.0
18287,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,153.3000000054017,1551895153938.0,1551895153784.0,5c40dea5f374a90001622c8e,77524,157.0
18288,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,151.53999999165538,1551895154093.0,1551895153941.0,5c40dea5f374a90001622c8e,77525,154.0
18289,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,285.9399999724701,1551895154382.0,1551895154095.0,5c40dea5f374a90001622c8e,77526,289.0
18544,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,200.48499997938046,1551895205863.0,1551895205662.0,5c40dea5f374a90001622c8e,77781,203.0
18545,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,134.13000002037734,1551895206000.0,1551895205865.0,5c40dea5f374a90001622c8e,77782,137.0
18546,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,148.56999996118245,1551895206151.0,1551895206002.0,5c40dea5f374a90001622c8e,77783,152.0
18547,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,146.4249999844469,1551895206300.0,1551895206154.0,5c40dea5f374a90001622c8e,77784,150.0
18548,621759.0,,39.0,low,low-high,11.0,rod_fixing,rod_fixing,1.0,171.48000001907351,1551895206475.0,1551895206304.0,5c40dea5f374a90001622c8e,77785,174.0
18917,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,133.70999996550378,1551895279670.0,1551895279536.0,5c40dea5f374a90001622c8e,78154,136.0
18918,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,166.16000002250075,1551895279839.0,1551895279672.0,5c40dea5f374a90001622c8e,78155,169.0
18919,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,148.3100000186823,1551895279990.0,1551895279841.0,5c40dea5f374a90001622c8e,78156,152.0
18920,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,124.10499999532476,1551895280118.0,1551895279993.0,5c40dea5f374a90001622c8e,78157,128.0
18921,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,124.27500000922008,1551895280245.0,1551895280121.0,5c40dea5f374a90001622c8e,78158,127.0
18922,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,143.11000000452626,1551895280391.0,1551895280248.0,5c40dea5f374a90001622c8e,78159,146.0
19199,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,165.05499999038875,1551895332028.0,1551895331863.0,5c40dea5f374a90001622c8e,78436,168.0
19200,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,126.09499995596708,1551895332157.0,1551895332031.0,5c40dea5f374a90001622c8e,78437,130.0
19201,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,138.70000001043078,1551895332300.0,1551895332161.0,5c40dea5f374a90001622c8e,78438,142.0
19202,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,115.99500000011177,1551895332419.0,1551895332303.0,5c40dea5f374a90001622c8e,78439,118.0
19203,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,132.0350000169128,1551895332554.0,1551895332421.0,5c40dea5f374a90001622c8e,78440,135.0
19204,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,156.39499999815598,1551895332712.0,1551895332556.0,5c40dea5f374a90001622c8e,78441,158.0
19414,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,143.35500000743195,1551895371195.0,1551895371051.0,5c40dea5f374a90001622c8e,78651,147.0
19415,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,144.58500000182542,1551895371343.0,1551895371198.0,5c40dea5f374a90001622c8e,78652,148.0
19416,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,192.28000001749024,1551895371539.0,1551895371346.0,5c40dea5f374a90001622c8e,78653,196.0
19417,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,120.4349999898113,1551895371663.0,1551895371542.0,5c40dea5f374a90001622c8e,78654,124.0
19418,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,265.37500001722947,1551895371932.0,1551895371666.0,5c40dea5f374a90001622c8e,78655,269.0
19419,621759.0,,39.0,low,low-high,21.0,rod_fixing,rod_fixing,1.0,147.23000000230968,1551895372083.0,1551895371935.0,5c40dea5f374a90001622c8e,78656,151.0
19706,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,175.05499999970195,1551895438860.0,1551895438685.0,5c40dea5f374a90001622c8e,78943,178.0
19707,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,165.68500001449138,1551895439029.0,1551895438863.0,5c40dea5f374a90001622c8e,78944,170.0
19708,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,178.09999996097758,1551895439211.0,1551895439033.0,5c40dea5f374a90001622c8e,78945,181.0
19709,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,117.7349999779835,1551895439332.0,1551895439214.0,5c40dea5f374a90001622c8e,78946,122.0
19710,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,143.94999999785796,1551895439480.0,1551895439336.0,5c40dea5f374a90001622c8e,78947,147.0
19711,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,114.28000003797932,1551895439598.0,1551895439483.0,5c40dea5f374a90001622c8e,78948,118.0
19984,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,150.774999987334,1551895490923.0,1551895490771.0,5c40dea5f374a90001622c8e,79221,155.0
19985,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,176.20499996701255,1551895491102.0,1551895490926.0,5c40dea5f374a90001622c8e,79222,180.0
19986,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,141.23000000836328,1551895491247.0,1551895491106.0,5c40dea5f374a90001622c8e,79223,145.0
19987,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,132.61500000953674,1551895491384.0,1551895491251.0,5c40dea5f374a90001622c8e,79224,136.0
19988,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,228.26000000350174,1551895491616.0,1551895491387.0,5c40dea5f374a90001622c8e,79225,232.0
19989,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,177.97000001883134,1551895491798.0,1551895491619.0,5c40dea5f374a90001622c8e,79226,182.0
20271,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,273.96000002045184,1551895543884.0,1551895543609.0,5c40dea5f374a90001622c8e,79508,284.0
20272,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,155.94999998575076,1551895544049.0,1551895543893.0,5c40dea5f374a90001622c8e,79509,161.0
20273,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,174.25499996170402,1551895544228.0,1551895544054.0,5c40dea5f374a90001622c8e,79510,177.0
20274,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,138.07500002440062,1551895544369.0,1551895544231.0,5c40dea5f374a90001622c8e,79511,142.0
20275,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,183.83499997435138,1551895544557.0,1551895544373.0,5c40dea5f374a90001622c8e,79512,188.0
20276,621759.0,,39.0,high,high-low,12.0,rod_fixing,rod_fixing,1.0,110.114999988582,1551895544671.0,1551895544561.0,5c40dea5f374a90001622c8e,79513,113.0
20635,621759.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,159.56499997992069,1551895617892.0,1551895617732.0,5c40dea5f374a90001622c8e,79872,164.0
20636,621759.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,128.6199999740347,1551895618025.0,1551895617896.0,5c40dea5f374a90001622c8e,79873,133.0
20638,621759.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,148.61500001279637,1551895618490.0,1551895618341.0,5c40dea5f374a90001622c8e,79875,153.0
20639,621759.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,137.9799999995157,1551895618632.0,1551895618494.0,5c40dea5f374a90001622c8e,79876,143.0
20640,621759.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,154.54000001773238,1551895618792.0,1551895618637.0,5c40dea5f374a90001622c8e,79877,159.0
20921,621759.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,138.26500001596287,1551895670261.0,1551895670123.0,5c40dea5f374a90001622c8e,80158,142.0
20922,621759.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,159.37499998835847,1551895670425.0,1551895670265.0,5c40dea5f374a90001622c8e,80159,165.0
20923,621759.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,139.9600000004284,1551895670570.0,1551895670430.0,5c40dea5f374a90001622c8e,80160,144.0
20924,621759.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,138.81500001298264,1551895670713.0,1551895670574.0,5c40dea5f374a90001622c8e,80161,144.0
20925,621759.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,158.52500003529713,1551895670876.0,1551895670718.0,5c40dea5f374a90001622c8e,80162,163.0
20926,621759.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,121.1099999491125,1551895671002.0,1551895670881.0,5c40dea5f374a90001622c8e,80163,125.0
21140,621759.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,147.9700000490993,1551895710019.0,1551895709870.0,5c40dea5f374a90001622c8e,80377,153.0
21141,621759.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,147.15000003343448,1551895710170.0,1551895710023.0,5c40dea5f374a90001622c8e,80378,152.0
21142,621759.0,,39.0,high,high-low,22.0,rod_fixing,rod_fixing,1.0,160.2699999930337,1551895710335.0,1551895710175.0,5c40dea5f374a90001622c8e,80379,164.0
